site,date,word_count,grade_level,comment_count,likes
freddiedeboer,2022-05-19,1230,10.2,0,359
freddiedeboer,2022-05-17,123,8.6,0,533
freddiedeboer,2022-05-23,3122,11.0,0,618
freddiedeboer,2022-05-22,412,10.6,0,34
freddiedeboer,2022-05-22,473,8.6,0,55
freddiedeboer,2022-05-24,336,10.2,0,345
freddiedeboer,2022-06-13,5677,11.0,192,478
freddiedeboer,2022-05-26,1376,12.6,0,190
freddiedeboer,2022-05-27,1991,10.6,0,165
freddiedeboer,2022-05-29,247,11.5,0,32
freddiedeboer,2022-05-30,1333,9.6,0,290
freddiedeboer,2022-06-02,4587,9.8,0,447
freddiedeboer,2022-06-01,920,9.4,0,193
freddiedeboer,2022-06-04,353,9.0,13,40
freddiedeboer,2022-07-01,1637,12.7,242,144
freddiedeboer,2022-06-07,824,15.9,194,311
freddiedeboer,2022-06-06,848,13.9,0,208
freddiedeboer,2022-06-08,1062,11.1,214,202
freddiedeboer,2022-06-09,2711,16.9,77,63
freddiedeboer,2022-06-11,290,9.6,20,35
freddiedeboer,2022-06-12,1494,12.8,293,364
freddiedeboer,2022-06-14,1492,13.7,98,159
freddiedeboer,2022-06-16,86,5.3,78,166
freddiedeboer,2022-06-21,594,9.0,123,189
freddiedeboer,2022-06-22,1599,11.9,248,346
freddiedeboer,2022-06-24,1678,10.6,30,59
freddiedeboer,2022-06-26,473,9.2,19,42
freddiedeboer,2022-06-27,770,11.5,546,258
freddiedeboer,2022-06-29,103,9.7,5,20
freddiedeboer,2022-06-30,1135,8.1,169,145
freddiedeboer,2022-07-02,1071,10.3,112,312
freddiedeboer,2022-07-03,114,16.8,5,21
freddiedeboer,2022-07-04,3826,14.9,182,228
freddiedeboer,2022-07-06,612,10.1,0,255
freddiedeboer,2022-07-05,3208,7.2,151,152
freddiedeboer,2022-07-06,1809,5.1,0,11
freddiedeboer,2022-07-08,916,11.4,287,106
freddiedeboer,2022-07-13,152,6.9,63,38
freddiedeboer,2022-07-14,1746,11.7,119,188
freddiedeboer,2022-07-15,1214,12.2,426,246
freddiedeboer,2022-07-15,1249,3.9,0,7
freddiedeboer,2022-07-16,527,8.5,19,26
freddiedeboer,2022-07-18,1102,10.9,426,166
freddiedeboer,2022-07-19,1335,11.9,306,184
freddiedeboer,2022-07-21,702,10.4,303,217
freddiedeboer,2022-07-22,1805,11.6,304,162
freddiedeboer,2022-07-22,874,6.5,0,70
freddiedeboer,2022-07-25,2166,10.7,0,234
freddiedeboer,2022-07-23,2391,5.3,0,11
freddiedeboer,2022-07-25,1759,9.1,0,342
freddiedeboer,2022-07-24,49,8.0,0,26
freddiedeboer,2022-07-26,876,13.0,243,167
freddiedeboer,2022-07-27,2200,8.1,173,262
freddiedeboer,2022-07-28,2002,8.9,60,123
freddiedeboer,2022-08-01,1306,12.7,334,242
freddiedeboer,2022-07-30,609,10.2,19,28
freddiedeboer,2022-08-02,610,7.7,77,138
freddiedeboer,2022-07-31,1888,13.6,19,42
freddiedeboer,2022-08-03,572,8.4,54,22
freddiedeboer,2022-08-02,1837,4.7,0,10
freddiedeboer,2022-08-05,1510,10.1,226,182
freddiedeboer,2022-08-04,4485,5.7,0,11
freddiedeboer,2022-08-08,736,9.6,177,280
freddiedeboer,2022-08-06,317,9.7,10,23
freddiedeboer,2022-08-08,2247,5.1,0,12
freddiedeboer,2022-08-09,707,8.1,35,85
freddiedeboer,2022-08-10,1135,9.4,42,21
freddiedeboer,2022-08-10,2552,11.3,229,194
freddiedeboer,2022-08-19,1268,9.3,169,83
freddiedeboer,2022-08-12,1210,7.2,90,135
freddiedeboer,2022-08-13,471,7.4,12,27
freddiedeboer,2022-08-13,1082,10.2,203,150
freddiedeboer,2022-08-15,1430,9.8,194,311
freddiedeboer,2022-08-20,571,8.8,7,27
freddiedeboer,2022-08-22,1141,7.4,74,408
freddiedeboer,2022-08-17,921,10.1,42,12
freddiedeboer,2022-08-18,1221,9.0,146,168
freddiedeboer,2022-08-29,1246,10.3,120,248
freddiedeboer,2022-08-23,781,8.5,7,37
freddiedeboer,2022-09-08,737,11.4,332,221
freddiedeboer,2022-08-24,1240,9.4,200,164
freddiedeboer,2022-08-24,812,9.5,24,15
freddiedeboer,2022-08-25,1608,10.3,255,164
freddiedeboer,2022-08-26,439,8.9,553,150
freddiedeboer,2022-08-26,381,6.2,0,354
freddiedeboer,2022-08-30,1634,9.4,41,41
freddiedeboer,2022-08-31,724,9.0,17,18
freddiedeboer,2022-09-01,1143,11.0,23,40
freddiedeboer,2022-09-02,1549,6.5,222,214
freddiedeboer,2022-09-05,3440,11.0,80,210
freddiedeboer,2022-09-03,545,7.6,26,42
freddiedeboer,2022-09-06,437,11.5,259,161
freddiedeboer,2022-09-27,1463,12.8,232,272
freddiedeboer,2022-11-21,2460,12.8,332,259
freddiedeboer,2022-10-13,1481,9.4,319,137
freddiedeboer,2022-09-09,1170,9.9,38,49
freddiedeboer,2022-09-10,661,10.0,13,31
freddiedeboer,2022-09-12,1261,9.1,364,210
freddiedeboer,2022-09-13,1025,8.7,324,328
freddiedeboer,2022-09-15,1100,7.7,105,112
freddiedeboer,2022-09-15,1097,9.9,327,249
freddiedeboer,2022-09-16,373,6.4,0,190
freddiedeboer,2022-09-17,326,7.4,9,26
freddiedeboer,2022-09-19,2769,11.5,0,202
freddiedeboer,2022-09-20,620,11.7,114,126
freddiedeboer,2022-09-21,786,10.9,306,115
freddiedeboer,2022-09-23,2265,11.3,0,98
freddiedeboer,2022-09-23,1502,6.6,71,53
freddiedeboer,2022-09-24,254,6.4,6,25
freddiedeboer,2022-09-25,569,9.9,5,26
freddiedeboer,2022-09-26,1248,8.5,214,143
freddiedeboer,2022-09-29,1309,9.3,52,89
freddiedeboer,2022-09-30,1716,9.3,160,122
freddiedeboer,2022-09-29,1360,11.4,16,31
freddiedeboer,2022-10-06,1086,10.2,195,221
freddiedeboer,2022-10-01,311,6.7,5,23
freddiedeboer,2022-10-03,1461,10.9,0,97
freddiedeboer,2022-10-04,886,12.1,162,209
freddiedeboer,2022-10-03,415,9.8,299,378
freddiedeboer,2022-10-06,214,9.2,15,24
freddiedeboer,2022-10-08,921,10.3,0,530
freddiedeboer,2022-10-09,398,9.1,26,22
freddiedeboer,2022-10-10,340,6.8,41,85
freddiedeboer,2022-10-10,1128,12.1,619,247
freddiedeboer,2022-10-12,359,11.4,9,24
freddiedeboer,2022-10-14,431,11.3,220,186
freddiedeboer,2022-10-15,717,8.1,16,35
freddiedeboer,2022-10-17,1271,11.6,106,216
freddiedeboer,2022-10-18,1740,9.1,113,109
freddiedeboer,2022-10-19,1161,10.9,20,28
freddiedeboer,2022-10-24,1052,11.0,218,284
freddiedeboer,2022-10-21,1306,8.4,46,95
freddiedeboer,2022-10-22,460,6.5,5,22
freddiedeboer,2022-10-25,1485,8.9,188,158
freddiedeboer,2022-10-26,687,11.6,18,20
freddiedeboer,2022-10-26,242,6.2,71,161
freddiedeboer,2022-10-27,246,6.6,0,33
freddiedeboer,2022-10-28,1857,8.9,128,119
freddiedeboer,2022-10-31,1988,9.6,202,502
freddiedeboer,2022-10-29,540,7.8,10,30
freddiedeboer,2022-11-03,1479,8.8,106,162
freddiedeboer,2022-11-04,1349,6.6,338,195
freddiedeboer,2022-11-07,1867,9.5,156,166
freddiedeboer,2022-11-10,2985,5.3,0,269
freddiedeboer,2022-11-09,606,8.1,16,28
freddiedeboer,2022-11-11,1345,10.7,249,101
freddiedeboer,2022-11-14,1494,11.2,189,165
freddiedeboer,2022-11-12,522,9.5,27,36
freddiedeboer,2022-11-13,1866,10.8,9,45
freddiedeboer,2022-11-16,716,10.2,21,11
freddiedeboer,2022-12-16,1316,12.1,151,139
freddiedeboer,2022-11-18,850,9.4,20,63
freddiedeboer,2022-11-18,667,7.1,47,214
freddiedeboer,2022-11-23,628,6.6,230,191
freddiedeboer,2022-11-26,464,7.7,29,33
freddiedeboer,2022-11-28,2965,11.4,241,251
freddiedeboer,2022-11-27,266,10.4,22,145
freddiedeboer,2022-11-29,1096,8.1,75,83
freddiedeboer,2022-12-01,1195,6.3,65,161
freddiedeboer,2022-11-30,816,9.0,18,11
freddiedeboer,2022-12-01,98,5.2,0,46
freddiedeboer,2022-12-02,1423,6.6,189,80
freddiedeboer,2022-12-03,342,7.7,13,31
freddiedeboer,2022-12-05,1039,10.2,155,123
freddiedeboer,2022-12-08,876,9.7,157,150
freddiedeboer,2022-12-07,1115,8.0,6,12
freddiedeboer,2022-12-09,2240,11.0,68,100
freddiedeboer,2022-12-11,486,5.9,6,24
freddiedeboer,2022-12-12,2140,10.1,443,364
freddiedeboer,2022-12-15,1049,9.5,409,337
freddiedeboer,2022-12-14,805,9.6,5,13
freddiedeboer,2022-12-17,468,8.2,17,34
freddiedeboer,2022-12-19,1463,7.2,0,426
freddiedeboer,2022-12-22,1503,9.3,307,186
freddiedeboer,2022-12-20,609,7.5,207,226
freddiedeboer,2022-12-21,727,10.3,9,12
freddiedeboer,2022-12-23,940,11.7,81,70
commonsense,2021-01-12,1,-15.7,9,109
commonsense,2021-01-12,2229,8.2,104,351
commonsense,2021-01-22,1830,7.5,153,208
commonsense,2021-01-25,2195,5.4,13,112
commonsense,2021-01-29,866,7.8,26,118
commonsense,2021-02-01,1543,5.6,51,292
commonsense,2021-02-05,1236,7.9,48,119
commonsense,2021-02-15,2304,8.3,87,234
commonsense,2021-02-19,2203,10.2,185,630
commonsense,2021-02-26,715,6.9,100,250
commonsense,2021-03-01,1564,11.9,134,302
commonsense,2021-03-03,2110,9.6,63,131
commonsense,2021-03-10,3948,7.2,269,463
commonsense,2021-03-06,1121,8.4,42,178
commonsense,2021-03-16,2130,7.9,87,145
commonsense,2021-03-20,1840,7.4,138,213
commonsense,2021-03-23,1859,9.4,73,297
commonsense,2021-03-26,1528,5.7,17,133
commonsense,2021-03-30,1086,8.6,121,237
commonsense,2021-04-02,2041,9.0,157,314
commonsense,2021-05-02,1530,7.6,392,372
commonsense,2021-04-09,1942,8.6,137,251
commonsense,2021-04-13,1866,10.4,368,1405
commonsense,2021-04-19,2480,7.8,454,272
commonsense,2021-04-15,1151,7.3,151,266
commonsense,2021-04-16,1691,11.6,531,2104
commonsense,2021-04-20,132,4.4,130,239
commonsense,2021-04-22,120,6.1,290,353
commonsense,2021-04-28,2546,9.0,457,352
commonsense,2021-05-09,1760,8.9,80,149
commonsense,2021-05-14,2659,10.3,32,121
commonsense,2021-05-13,2991,10.1,499,715
commonsense,2021-05-14,2082,10.3,57,119
commonsense,2021-05-19,2381,8.9,178,176
commonsense,2021-05-21,2975,8.7,272,352
commonsense,2021-06-03,4834,10.0,236,527
commonsense,2021-06-07,490,5.9,87,220
commonsense,2021-06-09,333,5.8,118,185
commonsense,2021-06-14,737,7.0,102,123
commonsense,2021-06-15,11817,6.4,32,48
commonsense,2021-06-21,3018,9.1,410,426
commonsense,2021-06-27,1652,7.5,153,279
commonsense,2021-06-27,1937,6.2,3,48
commonsense,2021-06-28,1344,10.1,250,311
commonsense,2021-07-01,2207,8.2,87,178
commonsense,2021-07-02,3150,7.4,55,109
commonsense,2021-07-02,948,7.1,99,205
commonsense,2021-07-06,1993,9.7,179,265
commonsense,2021-07-08,6481,6.5,59,58
commonsense,2021-07-12,2094,8.1,380,395
commonsense,2021-07-14,1851,10.7,162,253
commonsense,2021-07-18,563,7.5,16,112
commonsense,2021-07-21,160,7.9,14,47
commonsense,2021-07-23,72,4.4,22,97
commonsense,2021-07-27,3620,10.8,358,382
commonsense,2021-07-29,3177,6.7,81,225
commonsense,2021-07-30,1638,11.7,199,572
commonsense,2021-08-03,2007,8.5,311,387
commonsense,2021-08-10,1915,8.2,182,255
commonsense,2021-08-15,1027,6.7,163,202
commonsense,2021-08-16,3555,7.5,156,193
commonsense,2021-09-08,1661,10.2,442,1314
commonsense,2021-08-19,1275,5.3,127,115
commonsense,2021-08-23,1963,7.2,238,329
commonsense,2021-09-02,1929,11.9,112,278
commonsense,2021-08-30,2463,7.9,50,154
commonsense,2021-08-31,301,7.6,32,98
commonsense,2021-09-02,151,9.2,13,46
commonsense,2021-09-06,652,7.9,60,209
commonsense,2021-09-10,1410,7.2,175,664
commonsense,2021-09-07,2237,8.5,119,325
commonsense,2021-09-09,2989,9.1,151,195
commonsense,2021-09-15,991,5.2,8,87
commonsense,2021-09-20,2656,9.5,415,422
commonsense,2021-09-22,3930,8.9,369,155
commonsense,2021-09-28,3079,5.4,311,144
commonsense,2021-09-29,3133,7.0,185,266
commonsense,2021-09-30,1632,9.4,375,569
commonsense,2021-10-04,3207,9.6,224,576
commonsense,2021-10-05,1755,11.1,395,728
commonsense,2021-10-13,1322,9.3,43,80
commonsense,2021-10-11,1441,9.2,431,511
commonsense,2021-10-13,944,13.2,21,72
commonsense,2021-10-13,615,10.2,39,75
commonsense,2021-10-19,1305,6.7,37,130
commonsense,2021-10-19,1154,6.7,396,514
commonsense,2021-10-21,2031,10.3,330,210
commonsense,2021-10-22,1158,10.7,175,331
commonsense,2021-10-25,2554,7.8,637,233
commonsense,2021-10-26,2141,8.5,92,148
commonsense,2021-10-27,118,8.5,30,56
commonsense,2021-11-01,2986,11.9,303,332
commonsense,2021-11-02,2267,10.1,384,204
commonsense,2021-11-03,1496,11.4,232,487
commonsense,2021-11-04,2125,8.5,199,480
commonsense,2021-11-05,2000,9.4,280,269
commonsense,2021-11-08,1705,10.3,817,673
commonsense,2021-11-09,1756,11.8,109,168
commonsense,2021-11-12,1341,8.4,176,214
commonsense,2021-11-10,4214,6.9,123,140
commonsense,2021-11-11,2463,10.3,418,218
commonsense,2021-11-19,1891,6.8,144,205
commonsense,2021-11-17,1595,9.0,332,624
commonsense,2021-11-22,1303,10.1,324,223
commonsense,2021-11-26,1575,8.7,98,150
commonsense,2021-11-26,1625,7.7,101,173
commonsense,2021-11-24,1639,9.4,73,168
commonsense,2021-11-23,2249,6.9,231,248
commonsense,2021-11-28,1674,9.4,133,248
commonsense,2021-11-30,1962,8.0,671,224
commonsense,2021-12-01,1451,9.9,207,285
commonsense,2021-12-31,1875,8.6,242,204
commonsense,2021-12-02,1139,7.3,5,36
commonsense,2021-12-02,939,9.8,121,280
commonsense,2021-12-03,2055,7.7,257,184
commonsense,2021-12-08,2530,10.5,119,135
commonsense,2021-12-09,1880,9.4,274,365
commonsense,2021-12-10,2263,8.1,285,185
commonsense,2021-12-13,1780,8.5,157,147
commonsense,2021-12-16,4467,5.1,76,123
commonsense,2021-12-17,2196,7.0,311,136
commonsense,2021-12-21,3505,8.2,282,535
commonsense,2021-12-23,1594,9.0,216,245
commonsense,2021-12-24,2129,8.1,269,199
commonsense,2021-12-28,2926,8.2,387,228
commonsense,2021-12-29,3594,6.8,136,134
commonsense,2021-12-30,1555,8.2,62,162
commonsense,2022-01-04,1985,9.3,345,777
commonsense,2022-01-05,1064,8.4,360,333
commonsense,2022-01-14,1880,7.8,294,338
commonsense,2022-01-06,2732,10.1,584,255
commonsense,2022-01-07,1936,7.3,194,173
commonsense,2022-01-10,1395,7.0,254,724
commonsense,2022-01-11,3604,9.1,696,594
commonsense,2022-01-12,136,7.5,91,106
commonsense,2022-01-12,579,6.0,492,348
commonsense,2022-01-13,1136,9.0,332,369
commonsense,2022-01-17,1927,9.2,562,866
commonsense,2022-01-21,2342,8.8,413,366
commonsense,2022-01-28,1966,8.7,613,135
commonsense,2022-01-20,1475,7.2,637,836
commonsense,2022-01-25,3428,7.7,346,269
commonsense,2022-01-26,423,7.5,137,158
commonsense,2022-01-27,3642,10.8,406,438
commonsense,2022-01-31,2101,7.8,336,508
commonsense,2022-01-31,1319,9.4,375,332
commonsense,2022-02-03,1519,8.8,484,885
commonsense,2022-02-04,1689,7.8,475,256
commonsense,2022-02-07,2523,7.6,427,578
commonsense,2022-02-08,2076,6.7,603,570
commonsense,2022-02-09,1638,10.5,393,333
commonsense,2022-03-18,2484,8.8,712,337
commonsense,2022-02-10,2041,6.7,679,1274
commonsense,2022-02-11,1975,7.6,587,567
commonsense,2022-02-14,1705,7.3,837,3047
commonsense,2022-02-16,1995,10.7,516,539
commonsense,2022-02-18,2440,9.6,407,335
commonsense,2022-02-21,2685,6.4,897,464
commonsense,2022-02-20,1767,13.2,582,1127
commonsense,2022-02-22,2481,8.7,147,222
commonsense,2022-02-24,2593,9.0,547,356
commonsense,2022-02-25,2488,8.7,509,247
commonsense,2022-02-27,1639,5.6,345,449
commonsense,2022-03-01,2066,9.4,432,888
commonsense,2022-03-03,4542,7.8,500,279
commonsense,2022-03-05,2069,9.9,286,511
commonsense,2022-03-04,2982,9.4,529,291
commonsense,2022-03-07,2156,7.4,515,669
commonsense,2022-03-09,2585,6.3,503,249
commonsense,2022-03-11,2128,9.8,572,226
commonsense,2022-03-14,1205,7.4,65,232
commonsense,2022-03-28,1269,11.1,266,942
commonsense,2022-03-16,3620,6.7,908,1009
commonsense,2022-03-21,5072,10.4,1036,825
commonsense,2022-03-20,1844,7.0,814,524
commonsense,2022-03-24,1022,10.1,796,294
commonsense,2022-03-31,305,7.6,408,649
commonsense,2022-03-27,2297,7.5,633,702
commonsense,2022-03-25,2849,8.9,813,343
commonsense,2022-03-29,4231,7.2,393,556
commonsense,2022-04-01,2939,7.6,622,600
commonsense,2022-04-05,2174,6.9,612,573
commonsense,2022-04-03,1092,7.0,388,254
commonsense,2022-04-04,889,5.4,214,286
commonsense,2022-04-10,2864,8.5,70,175
commonsense,2022-04-07,1975,10.6,269,374
commonsense,2022-04-08,2987,7.3,578,292
commonsense,2022-04-13,1942,10.6,732,956
commonsense,2022-04-12,1623,11.2,641,1279
commonsense,2021-06-09,24,14.2,4,7
commonsense,2021-07-07,146,6.0,0,0
commonsense,2022-04-12,143,7.2,0,7
commonsense,2022-04-08,88,6.7,0,5
commonsense,2022-04-06,154,5.2,2,7
commonsense,2022-03-29,167,10.3,0,5
commonsense,2022-03-25,69,8.7,0,3
commonsense,2022-03-23,128,5.4,0,1
commonsense,2022-03-18,129,11.7,0,3
commonsense,2022-03-16,75,8.0,0,3
commonsense,2022-03-10,93,7.0,0,1
commonsense,2022-03-06,123,5.1,0,2
commonsense,2022-03-03,141,5.9,0,1
commonsense,2022-02-25,25,16.6,0,1
commonsense,2022-02-22,150,16.7,0,2
commonsense,2022-02-16,154,8.8,0,1
commonsense,2022-02-11,98,9.8,0,0
commonsense,2022-02-09,95,8.3,0,1
commonsense,2022-02-04,291,11.4,0,0
commonsense,2022-01-02,186,10.2,0,0
commonsense,2022-01-27,146,7.8,0,0
commonsense,2022-01-21,145,8.4,0,0
commonsense,2022-01-19,165,8.5,0,0
commonsense,2022-01-14,200,7.7,0,0
commonsense,2022-01-12,202,7.5,0,0
commonsense,2022-01-06,157,7.2,0,0
commonsense,2021-12-22,127,7.3,0,3
commonsense,2021-12-17,125,6.4,0,0
commonsense,2021-12-10,124,6.7,0,0
commonsense,2021-12-04,57,14.4,0,0
commonsense,2021-12-02,151,9.5,0,0
commonsense,2021-11-24,178,9.8,0,0
commonsense,2021-11-18,152,6.3,0,0
commonsense,2021-11-11,126,11.5,0,0
commonsense,2021-11-08,212,10.1,0,0
commonsense,2021-11-05,184,11.1,0,0
commonsense,2021-10-29,124,6.9,0,0
commonsense,2021-10-20,136,7.9,0,0
commonsense,2021-10-14,171,14.0,0,0
commonsense,2021-10-07,95,5.1,3,2
commonsense,2021-09-30,244,9.4,0,0
commonsense,2021-09-23,167,12.1,0,0
commonsense,2021-09-18,196,8.3,0,0
commonsense,2021-09-11,154,14.5,0,0
commonsense,2021-08-09,139,7.5,0,0
commonsense,2021-09-02,82,7.5,0,0
commonsense,2021-08-26,118,8.6,0,0
commonsense,2021-08-24,202,10.8,0,0
commonsense,2021-08-19,101,7.0,0,0
commonsense,2021-08-12,136,8.7,0,1
commonsense,2021-08-04,124,6.9,0,0
commonsense,2021-07-30,138,7.5,0,0
commonsense,2021-07-27,139,8.9,0,0
commonsense,2021-07-21,114,13.2,0,0
commonsense,2021-07-14,103,6.5,0,0
commonsense,2021-07-08,146,6.0,0,0
commonsense,2021-07-02,76,6.8,0,0
commonsense,2021-06-27,98,9.3,0,0
commonsense,2021-06-17,111,6.9,0,0
commonsense,2021-06-14,18,17.0,0,0
commonsense,2022-04-15,2725,7.8,674,466
commonsense,2022-04-18,1625,8.2,566,834
commonsense,2022-04-24,1245,9.2,846,1262
commonsense,2022-04-17,1721,9.2,557,466
commonsense,2022-04-19,2576,7.8,0,1031
commonsense,2022-04-21,1981,7.2,117,227
commonsense,2022-04-25,3632,7.6,555,592
commonsense,2022-05-10,3776,11.3,328,442
commonsense,2022-04-22,2831,9.4,581,244
commonsense,2022-04-26,1332,8.8,795,1115
commonsense,2022-04-14,193,10.5,1,12
commonsense,2022-04-19,167,6.4,1,9
commonsense,2022-04-22,98,7.4,1,17
commonsense,2022-04-27,124,5.1,24,55
commonsense,2022-04-29,3121,7.8,609,379
commonsense,2022-05-01,1117,6.4,238,412
commonsense,2022-05-04,949,11.4,386,751
commonsense,2022-05-03,1458,7.8,988,1186
commonsense,2022-05-12,3020,8.5,617,1701
commonsense,2022-05-05,1200,9.4,429,675
commonsense,2022-05-06,2772,8.7,664,307
commonsense,2022-05-08,2287,10.4,552,817
commonsense,2022-05-13,2898,9.3,713,327
commonsense,2022-05-17,2722,8.2,561,763
commonsense,2022-05-19,3811,8.6,1044,1693
commonsense,2022-05-20,3160,9.0,808,405
commonsense,2022-05-24,1665,9.2,638,1015
commonsense,2022-05-28,1830,6.9,687,1481
commonsense,2022-05-23,994,9.2,414,553
commonsense,2022-05-29,1513,10.8,371,721
commonsense,2022-05-26,2424,7.8,591,1725
commonsense,2022-05-25,1140,7.3,1261,1090
commonsense,2022-05-27,2180,9.3,481,472
commonsense,2022-05-31,2409,13.5,472,522
commonsense,2022-05-30,1441,6.6,591,955
commonsense,2022-06-03,3394,8.1,828,460
commonsense,2022-06-06,1500,8.8,440,228
commonsense,2022-06-07,2095,7.7,749,1735
commonsense,2022-05-03,96,6.0,0,2
commonsense,2022-05-06,69,8.9,0,0
commonsense,2022-05-11,145,9.4,1,5
commonsense,2022-05-18,170,8.0,1,3
commonsense,2022-05-25,163,8.8,0,6
commonsense,2022-05-31,125,9.9,1,14
commonsense,2022-06-09,1931,11.7,251,443
commonsense,2022-06-12,805,7.6,464,438
commonsense,2022-06-10,2478,8.8,1211,368
commonsense,2022-06-13,3132,9.1,626,265
commonsense,2022-06-15,2888,8.9,455,538
commonsense,2022-06-15,114,9.1,9,11
commonsense,2022-06-15,125,11.2,7,33
commonsense,2022-06-19,1680,10.2,770,881
commonsense,2022-06-17,2838,9.5,897,389
commonsense,2022-06-17,70,8.5,14,22
commonsense,2022-06-21,1594,6.8,458,972
commonsense,2022-06-23,2127,7.3,731,836
commonsense,2022-07-03,1553,7.4,340,865
commonsense,2022-06-24,2330,10.0,776,407
commonsense,2022-06-25,871,8.4,1223,727
commonsense,2022-06-24,189,7.6,9,12
commonsense,2022-06-26,1124,7.4,815,478
commonsense,2022-06-27,1892,12.4,861,581
commonsense,2022-06-30,1932,7.3,814,243
commonsense,2022-06-29,1299,8.8,1641,514
commonsense,2022-07-01,2700,9.8,830,429
commonsense,2022-07-01,124,12.6,13,11
commonsense,2022-07-01,142,7.2,36,36
commonsense,2022-07-04,2093,9.1,206,509
commonsense,2022-07-07,2074,12.3,600,1562
commonsense,2022-07-05,93,6.2,4,29
commonsense,2022-07-06,1770,7.4,755,324
commonsense,2022-07-07,262,7.7,48,109
commonsense,2022-07-08,3244,9.2,711,494
commonsense,2022-07-10,5747,6.8,679,1325
commonsense,2022-07-31,1495,11.2,505,488
commonsense,2022-07-12,2490,10.7,696,870
commonsense,2022-07-20,2444,5.3,509,474
commonsense,2022-07-13,162,9.4,30,57
commonsense,2022-07-14,1967,8.7,537,1384
commonsense,2022-07-18,2039,7.4,505,401
commonsense,2022-07-15,2756,8.5,725,508
commonsense,2022-07-15,191,9.9,22,53
commonsense,2022-07-17,197,8.4,204,876
commonsense,2022-07-20,163,10.1,73,21
commonsense,2022-07-22,2799,7.9,880,600
commonsense,2022-07-24,2014,10.7,296,749
commonsense,2022-07-26,2406,8.1,621,237
commonsense,2022-07-28,1270,12.3,478,568
commonsense,2022-07-27,883,9.1,519,984
commonsense,2022-07-27,217,11.1,38,65
commonsense,2022-08-02,1885,9.0,552,1150
commonsense,2022-07-30,2864,12.3,691,853
commonsense,2022-07-29,3336,8.7,1028,605
commonsense,2022-08-01,1451,11.1,850,338
commonsense,2022-08-03,231,8.9,108,42
commonsense,2022-08-04,2625,9.7,372,850
commonsense,2022-08-05,3442,7.5,305,826
commonsense,2022-08-07,2698,10.5,826,416
commonsense,2022-08-09,1776,8.7,295,326
commonsense,2022-08-20,1744,8.6,758,1583
commonsense,2022-08-11,2340,10.2,821,460
commonsense,2022-08-10,227,7.5,193,278
commonsense,2022-08-12,3158,8.6,755,657
commonsense,2022-08-13,1599,7.8,833,2252
commonsense,2022-08-15,2309,7.4,617,223
commonsense,2022-08-17,1832,7.5,261,532
commonsense,2022-08-16,81,12.4,29,75
commonsense,2022-08-18,2813,8.0,599,301
commonsense,2022-08-19,2608,7.6,761,791
commonsense,2022-08-22,896,7.0,450,946
commonsense,2022-08-24,1556,8.5,728,1100
commonsense,2022-08-25,12638,6.7,1077,625
commonsense,2022-08-26,3704,11.7,582,472
commonsense,2022-08-27,680,6.7,471,1087
commonsense,2022-08-28,1656,7.4,417,1063
commonsense,2022-08-29,2430,8.7,795,731
commonsense,2022-08-30,2136,9.3,648,329
commonsense,2022-08-30,1040,9.8,47,2
commonsense,2022-08-30,1190,9.5,12,57
commonsense,2022-08-31,1456,11.1,418,438
commonsense,2022-09-01,1908,6.0,907,1518
commonsense,2022-09-02,3206,8.9,812,447
commonsense,2022-09-04,1270,10.0,423,611
commonsense,2022-09-06,3254,8.9,584,929
commonsense,2022-09-08,1968,11.1,327,418
commonsense,2022-09-10,269,8.8,438,182
commonsense,2022-09-09,3376,11.2,705,465
commonsense,2022-09-11,2718,7.2,623,609
commonsense,2022-09-12,2689,9.0,208,262
commonsense,2022-09-15,1967,10.8,734,1399
commonsense,2022-09-19,1742,8.2,312,382
commonsense,2022-09-16,2901,8.0,1031,363
commonsense,2022-09-17,213,7.6,404,440
commonsense,2022-09-20,1795,6.8,860,894
commonsense,2022-09-22,2600,10.5,706,989
commonsense,2022-09-26,1656,10.9,926,275
commonsense,2022-09-23,2458,10.5,832,466
commonsense,2022-09-24,186,8.3,326,475
commonsense,2022-09-25,1586,9.3,344,438
commonsense,2022-09-28,1820,13.4,519,668
commonsense,2022-09-29,1628,11.4,442,469
commonsense,2022-09-30,2694,10.5,641,469
commonsense,2022-10-01,260,11.2,635,231
commonsense,2022-10-02,1879,7.6,319,503
commonsense,2022-10-03,2427,8.0,769,266
commonsense,2022-10-05,2087,11.7,664,970
commonsense,2022-10-07,2521,9.9,961,460
commonsense,2022-10-08,180,6.5,220,263
commonsense,2022-10-09,1489,8.4,553,1643
commonsense,2022-10-11,3016,8.2,825,645
commonsense,2022-10-14,2435,10.1,716,359
commonsense,2022-10-16,815,8.7,482,976
commonsense,2022-10-19,2275,10.9,529,501
commonsense,2022-10-17,1223,8.8,803,633
commonsense,2022-10-22,1554,9.8,856,733
commonsense,2022-10-21,2818,8.0,1028,1108
commonsense,2022-10-24,1084,10.3,564,772
commonsense,2022-11-16,2218,10.8,420,650
commonsense,2022-10-25,1619,9.9,519,856
commonsense,2022-10-26,898,10.4,797,1057
commonsense,2022-10-29,2512,10.1,627,241
commonsense,2022-10-28,2436,7.8,1238,1246
commonsense,2022-10-30,752,7.6,236,206
commonsense,2022-11-01,2313,8.2,700,905
commonsense,2022-11-02,1573,10.8,506,1263
