site,date,word_count,grade_level,comment_count,likes
freddiedeboer,2021-03-01,464,7.6,0,10
freddiedeboer,2021-03-09,1309,8.8,3,28
freddiedeboer,2021-07-13,4036,10.9,164,97
freddiedeboer,2021-03-25,1186,8.0,32,38
freddiedeboer,2021-03-03,2628,10.5,0,8
freddiedeboer,2021-03-03,1875,7.8,1,34
freddiedeboer,2021-03-04,1814,10.5,0,5
freddiedeboer,2021-03-05,2800,9.5,3,18
freddiedeboer,2021-03-08,1788,9.9,0,18
freddiedeboer,2021-04-28,1350,7.9,0,68
freddiedeboer,2021-09-24,1345,12.6,143,84
freddiedeboer,2021-03-19,4580,9.8,4,14
freddiedeboer,2017-04-03,3055,11.9,0,3
freddiedeboer,2017-03-29,2025,12.7,0,5
freddiedeboer,2017-03-30,926,11.1,0,6
freddiedeboer,2017-03-31,366,8.1,0,1
freddiedeboer,2017-04-05,822,11.0,0,1
freddiedeboer,2017-04-02,360,13.9,0,1
freddiedeboer,2017-04-06,347,11.1,0,3
freddiedeboer,2017-04-05,1594,10.1,0,3
freddiedeboer,2017-03-31,351,10.1,0,2
freddiedeboer,2017-04-07,5952,12.0,2,2
freddiedeboer,2017-04-19,2316,10.8,0,2
freddiedeboer,2017-04-10,2074,10.5,0,1
freddiedeboer,2017-04-11,2501,8.7,0,1
freddiedeboer,2017-04-12,660,9.5,1,5
freddiedeboer,2017-04-13,1199,10.3,1,15
freddiedeboer,2017-04-17,1544,8.0,0,1
freddiedeboer,2017-04-18,436,13.0,0,1
freddiedeboer,2017-04-21,324,8.6,0,2
freddiedeboer,2017-04-23,58,5.5,0,1
freddiedeboer,2017-04-24,924,14.9,0,5
freddiedeboer,2017-04-25,403,11.6,0,1
freddiedeboer,2017-04-27,1904,12.1,0,1
freddiedeboer,2017-05-01,1171,10.8,0,0
freddiedeboer,2017-05-03,238,14.8,0,0
freddiedeboer,2017-05-04,2523,13.1,1,4
freddiedeboer,2017-05-05,601,11.9,0,2
freddiedeboer,2017-05-09,2116,9.4,0,1
freddiedeboer,2017-05-12,1780,11.0,0,0
freddiedeboer,2017-05-11,2173,10.7,0,1
freddiedeboer,2017-05-16,2230,11.2,0,4
freddiedeboer,2017-05-13,766,16.9,0,1
freddiedeboer,2017-05-18,1324,9.9,0,0
freddiedeboer,2017-05-19,1176,13.2,0,0
freddiedeboer,2017-05-22,1633,11.3,0,2
freddiedeboer,2017-05-23,210,6.4,0,0
freddiedeboer,2017-05-25,2447,10.2,0,1
freddiedeboer,2017-05-30,1135,13.3,0,1
freddiedeboer,2017-06-01,1314,10.6,0,1
freddiedeboer,2017-06-02,256,5.0,0,0
freddiedeboer,2017-06-05,732,7.7,0,2
freddiedeboer,2017-06-06,1487,11.5,0,2
freddiedeboer,2017-06-07,1071,10.9,3,17
freddiedeboer,2017-06-09,1253,12.1,4,10
freddiedeboer,2017-06-12,693,11.6,0,0
freddiedeboer,2017-06-14,719,11.2,0,1
freddiedeboer,2017-06-16,197,6.8,0,0
freddiedeboer,2017-06-21,684,10.2,0,2
freddiedeboer,2017-06-19,3247,11.2,0,0
freddiedeboer,2017-06-23,1328,9.4,0,1
freddiedeboer,2017-06-27,1179,12.3,0,0
freddiedeboer,2017-06-29,1305,11.8,0,1
freddiedeboer,2017-06-28,934,11.4,0,3
freddiedeboer,2017-07-14,14,5.2,0,2
freddiedeboer,2017-07-07,61,8.1,0,0
freddiedeboer,2017-07-05,2723,10.5,0,1
freddiedeboer,2017-07-10,2790,13.1,0,0
freddiedeboer,2017-07-11,1451,12.9,0,3
freddiedeboer,2017-07-17,792,17.8,0,1
freddiedeboer,2017-07-19,1091,12.6,0,0
freddiedeboer,2017-07-24,1003,11.2,0,1
freddiedeboer,2017-07-21,2828,14.9,0,1
freddiedeboer,2017-07-25,1310,12.2,0,0
freddiedeboer,2017-07-27,1071,13.2,0,14
freddiedeboer,2017-08-18,894,13.2,0,0
freddiedeboer,2017-07-28,575,9.2,0,0
freddiedeboer,2017-07-31,928,10.1,0,0
freddiedeboer,2017-08-02,569,11.7,0,0
freddiedeboer,2017-08-08,859,14.4,0,0
freddiedeboer,2017-08-10,1342,13.0,0,1
freddiedeboer,2017-08-14,882,8.0,0,0
freddiedeboer,2017-08-15,1186,13.5,0,0
freddiedeboer,2018-02-23,331,9.7,0,1
freddiedeboer,2018-03-30,165,7.9,0,1
freddiedeboer,2018-07-27,4119,5.7,0,4
freddiedeboer,2018-10-02,529,10.7,0,20
freddiedeboer,2019-10-31,1502,11.0,0,0
freddiedeboer,2019-12-21,1,-15.7,0,1
freddiedeboer,2020-01-17,1622,11.3,7,21
freddiedeboer,2020-03-08,1710,6.7,0,7
freddiedeboer,2020-03-20,635,6.4,0,1
freddiedeboer,2020-04-07,206,6.4,0,0
freddiedeboer,2020-04-17,184,4.5,0,0
freddiedeboer,2020-04-27,3333,9.2,1,6
freddiedeboer,2020-05-21,249,8.4,0,3
freddiedeboer,2020-05-26,444,6.1,0,2
freddiedeboer,2020-06-01,1490,9.6,1,4
freddiedeboer,2020-06-09,43,6.5,0,0
freddiedeboer,2020-06-09,23,4.2,0,0
freddiedeboer,2020-06-17,462,8.3,0,0
freddiedeboer,2020-06-25,145,12.7,0,0
freddiedeboer,2020-07-02,800,9.9,0,0
freddiedeboer,2020-07-13,619,10.4,0,1
freddiedeboer,2020-07-22,969,11.7,0,1
freddiedeboer,2020-07-29,172,10.5,0,0
freddiedeboer,2020-08-04,150,5.8,0,0
freddiedeboer,2020-08-07,546,5.4,0,3
freddiedeboer,2020-08-09,611,8.2,0,1
freddiedeboer,2020-08-10,820,11.5,0,0
freddiedeboer,2020-08-17,481,10.6,0,5
freddiedeboer,2020-09-03,125,10.5,0,3
freddiedeboer,2020-09-17,492,7.9,5,16
freddiedeboer,2020-09-20,16,8.0,1,7
freddiedeboer,2020-09-22,402,8.0,0,0
freddiedeboer,2020-10-14,568,9.7,0,2
freddiedeboer,2020-10-18,777,6.6,0,4
freddiedeboer,2020-10-25,103,6.6,0,0
freddiedeboer,2020-11-13,848,9.4,0,7
freddiedeboer,2020-11-25,1066,10.1,13,32
freddiedeboer,2020-11-29,638,8.7,0,6
freddiedeboer,2020-12-09,17,6.4,0,0
freddiedeboer,2020-12-28,708,10.7,5,42
freddiedeboer,2020-12-22,708,7.2,11,31
freddiedeboer,2021-01-07,1543,8.0,0,7
freddiedeboer,2021-01-15,673,11.5,0,2
freddiedeboer,2021-01-18,547,11.5,0,19
freddiedeboer,2021-01-29,1368,9.7,1,16
freddiedeboer,2021-01-22,248,13.7,0,1
freddiedeboer,2021-02-03,299,9.0,0,3
freddiedeboer,2021-02-10,1952,9.8,0,9
freddiedeboer,2021-02-15,2372,10.0,0,17
freddiedeboer,2021-02-19,1258,12.0,0,7
freddiedeboer,2021-02-27,826,9.6,1,4
freddiedeboer,2021-03-12,550,7.1,2,15
freddiedeboer,2021-03-10,1142,11.4,1,7
freddiedeboer,2021-03-11,2164,9.6,6,44
freddiedeboer,2021-05-18,4081,12.2,50,48
freddiedeboer,2021-03-15,4860,11.5,1,19
freddiedeboer,2021-03-17,1880,7.8,4,49
freddiedeboer,2021-03-18,2117,11.5,0,8
freddiedeboer,2021-03-22,2751,9.7,10,268
freddiedeboer,2021-03-23,3189,11.9,3,9
freddiedeboer,2021-03-22,418,6.5,0,6
freddiedeboer,2021-04-12,8266,11.7,46,81
freddiedeboer,2021-04-06,3878,12.2,80,276
freddiedeboer,2021-03-26,1617,9.8,33,68
freddiedeboer,2021-06-11,3060,11.6,38,38
freddiedeboer,2021-03-27,730,7.9,0,102
freddiedeboer,2021-03-29,1308,11.0,26,62
freddiedeboer,2021-03-30,3525,7.8,38,153
freddiedeboer,2021-04-01,1580,10.5,44,93
freddiedeboer,2021-04-02,1349,13.9,9,36
freddiedeboer,2021-04-03,971,11.9,36,53
freddiedeboer,2021-04-05,4612,9.2,33,72
freddiedeboer,2021-04-08,2504,8.5,9,29
freddiedeboer,2021-04-08,1483,10.1,0,116
freddiedeboer,2021-04-09,926,7.1,42,63
freddiedeboer,2021-04-14,3663,8.6,0,152
freddiedeboer,2021-04-15,486,7.3,90,59
freddiedeboer,2021-04-19,4230,7.8,36,78
freddiedeboer,2021-04-16,3986,11.0,29,64
freddiedeboer,2021-05-06,2308,6.7,123,189
freddiedeboer,2021-04-20,2422,8.6,163,120
freddiedeboer,2021-04-21,323,6.9,30,79
freddiedeboer,2021-08-03,1875,13.4,95,101
freddiedeboer,2021-04-23,1837,8.5,43,36
freddiedeboer,2021-05-19,2914,10.1,118,147
freddiedeboer,2021-04-26,2682,11.5,45,46
freddiedeboer,2021-04-23,301,6.8,0,158
freddiedeboer,2021-04-24,2932,9.4,49,65
freddiedeboer,2021-04-29,1138,8.9,0,13
freddiedeboer,2021-05-07,1766,8.4,34,28
freddiedeboer,2021-05-01,2575,9.9,5,23
freddiedeboer,2021-04-30,866,8.8,12,47
freddiedeboer,2021-05-04,2199,8.3,29,44
freddiedeboer,2021-05-05,1364,8.4,0,218
freddiedeboer,2021-05-03,949,9.5,65,77
freddiedeboer,2021-05-08,2599,10.4,11,24
freddiedeboer,2021-07-01,2319,9.7,312,145
freddiedeboer,2021-06-01,2840,13.0,84,41
freddiedeboer,2021-05-05,1896,7.4,25,71
freddiedeboer,2021-05-10,2842,10.4,29,38
freddiedeboer,2021-05-11,3485,11.2,135,52
freddiedeboer,2021-05-10,478,9.7,14,61
freddiedeboer,2021-06-04,1907,13.3,60,62
freddiedeboer,2021-05-13,1891,8.7,73,77
freddiedeboer,2021-05-21,2388,10.6,141,64
freddiedeboer,2021-05-14,1559,8.4,8,45
freddiedeboer,2021-05-15,3079,8.6,40,27
freddiedeboer,2021-05-17,3711,11.5,85,137
freddiedeboer,2021-05-25,3456,10.8,42,75
freddiedeboer,2021-05-28,934,7.0,0,105
freddiedeboer,2021-05-22,2966,11.4,11,20
freddiedeboer,2021-05-24,3205,12.3,101,190
freddiedeboer,2021-05-26,1101,8.7,22,37
freddiedeboer,2021-05-27,746,9.2,142,68
freddiedeboer,2021-05-27,3456,10.8,37,65
freddiedeboer,2021-05-29,3259,8.5,14,42
freddiedeboer,2021-06-03,1234,9.5,0,148
freddiedeboer,2021-05-31,5449,12.2,105,231
freddiedeboer,2021-06-02,2943,8.8,15,54
freddiedeboer,2021-07-26,5079,10.5,106,78
freddiedeboer,2021-06-05,2043,9.8,18,18
freddiedeboer,2021-06-07,1710,10.2,260,83
freddiedeboer,2021-06-10,1275,8.7,109,92
freddiedeboer,2021-06-08,4077,10.4,93,41
freddiedeboer,2021-06-15,4615,10.1,20,46
freddiedeboer,2021-06-09,3953,9.0,57,53
freddiedeboer,2022-02-10,1588,8.0,334,340
freddiedeboer,2021-08-30,3083,10.5,40,56
freddiedeboer,2021-06-10,560,7.7,59,78
freddiedeboer,2021-06-22,1379,10.2,14,31
freddiedeboer,2021-06-28,6107,7.4,0,196
freddiedeboer,2021-06-12,1261,9.1,4,14
freddiedeboer,2021-06-14,786,8.4,175,103
freddiedeboer,2021-06-18,798,10.5,96,50
freddiedeboer,2021-06-17,2336,14.7,109,100
freddiedeboer,2021-06-19,2206,8.7,16,17
freddiedeboer,2021-06-17,678,12.4,53,20
freddiedeboer,2021-06-21,3764,12.8,46,47
freddiedeboer,2021-06-22,2751,12.1,34,29
freddiedeboer,2021-07-07,939,17.4,67,79
freddiedeboer,2021-06-22,251,9.7,0,17
freddiedeboer,2021-06-23,3750,13.0,68,58
freddiedeboer,2021-06-24,2096,13.2,25,40
freddiedeboer,2021-06-26,1553,10.5,5,16
freddiedeboer,2021-06-30,1268,11.6,105,67
freddiedeboer,2021-06-30,203,8.8,7,40
freddiedeboer,2021-07-02,2149,8.1,59,31
freddiedeboer,2021-07-03,1085,8.4,15,24
freddiedeboer,2021-07-05,2825,13.5,141,190
freddiedeboer,2021-07-08,889,9.4,48,97
freddiedeboer,2021-07-09,5177,8.4,30,80
freddiedeboer,2021-07-10,1278,10.5,14,23
freddiedeboer,2021-07-12,1448,11.6,90,43
freddiedeboer,2021-07-15,3162,10.4,109,105
freddiedeboer,2021-07-16,2143,8.6,50,28
freddiedeboer,2021-07-19,5551,9.0,0,89
freddiedeboer,2021-07-18,662,9.5,5,14
freddiedeboer,2021-07-21,3880,12.1,183,64
freddiedeboer,2021-07-21,3466,5.7,0,32
freddiedeboer,2021-09-10,3213,11.2,65,50
freddiedeboer,2021-07-22,2212,10.7,53,73
freddiedeboer,2021-07-23,3059,8.5,17,37
freddiedeboer,2021-07-24,1608,12.1,9,16
freddiedeboer,2021-07-27,2157,12.4,77,61
freddiedeboer,2021-07-27,562,9.6,77,28
freddiedeboer,2021-08-10,2089,9.2,132,107
freddiedeboer,2021-07-28,1651,6.8,0,20
freddiedeboer,2021-07-29,2135,9.5,123,76
freddiedeboer,2021-07-31,1287,10.4,9,16
freddiedeboer,2021-07-30,1515,11.5,73,27
freddiedeboer,2021-08-05,3483,9.0,75,243
freddiedeboer,2021-08-02,2981,11.3,97,105
freddiedeboer,2021-09-26,939,9.4,14,18
freddiedeboer,2021-08-03,240,8.7,0,160
freddiedeboer,2021-08-06,1655,12.4,45,29
freddiedeboer,2021-08-05,1686,4.5,0,16
freddiedeboer,2021-09-02,4944,8.5,52,99
freddiedeboer,2021-08-09,1940,10.7,87,121
freddiedeboer,2021-08-08,1226,7.6,8,24
freddiedeboer,2021-08-10,909,11.0,76,132
freddiedeboer,2021-08-11,1582,9.2,0,23
freddiedeboer,2021-08-23,2105,10.1,205,65
freddiedeboer,2021-08-12,1291,11.9,96,49
freddiedeboer,2021-10-01,2253,10.9,77,42
freddiedeboer,2021-08-13,1358,4.4,125,120
freddiedeboer,2021-08-14,1234,9.5,22,26
freddiedeboer,2021-08-16,2475,11.7,125,174
freddiedeboer,2021-08-17,2362,11.8,36,51
freddiedeboer,2021-08-18,1424,5.7,0,24
freddiedeboer,2021-08-20,967,8.6,230,109
freddiedeboer,2021-08-18,1615,10.6,139,177
freddiedeboer,2021-08-21,1239,10.2,25,23
freddiedeboer,2021-08-24,2235,9.4,55,81
freddiedeboer,2021-08-25,2718,12.0,196,161
freddiedeboer,2021-08-26,1705,7.2,0,232
freddiedeboer,2021-08-27,727,12.6,40,72
freddiedeboer,2021-08-26,1872,5.3,0,16
freddiedeboer,2021-08-28,1956,9.5,29,23
freddiedeboer,2021-08-27,693,9.4,151,67
freddiedeboer,2021-08-31,2021,11.7,133,153
freddiedeboer,2021-09-21,613,9.2,23,31
freddiedeboer,2021-09-01,3190,5.1,0,15
freddiedeboer,2021-09-06,2406,13.1,116,116
freddiedeboer,2021-09-03,1567,8.3,24,42
freddiedeboer,2021-09-03,515,8.1,20,23
freddiedeboer,2021-09-06,2224,10.6,178,168
freddiedeboer,2021-09-05,541,8.9,6,21
freddiedeboer,2021-09-17,3481,11.1,223,112
freddiedeboer,2021-09-08,879,8.4,9,65
freddiedeboer,2021-09-08,1835,11.9,129,87
freddiedeboer,2021-09-08,784,9.2,31,36
freddiedeboer,2021-09-22,1211,9.6,62,20
freddiedeboer,2021-09-14,3614,9.9,147,95
freddiedeboer,2021-09-11,2273,10.3,18,22
freddiedeboer,2021-09-15,669,6.3,0,74
freddiedeboer,2021-09-13,1665,11.0,157,52
freddiedeboer,2021-09-16,2209,8.5,166,63
freddiedeboer,2021-09-15,1237,9.4,90,23
freddiedeboer,2021-10-04,1623,11.7,306,83
freddiedeboer,2021-09-20,4222,12.9,315,98
freddiedeboer,2021-09-16,1944,3.8,0,15
freddiedeboer,2021-09-23,1897,10.9,99,77
freddiedeboer,2021-09-18,1202,10.1,24,24
freddiedeboer,2021-10-29,540,9.6,129,76
freddiedeboer,2021-09-27,1183,8.5,0,134
freddiedeboer,2021-09-24,1704,4.5,0,16
freddiedeboer,2021-09-28,2287,10.2,202,156
freddiedeboer,2021-09-29,1064,9.4,29,22
freddiedeboer,2021-09-30,1459,11.4,321,66
freddiedeboer,2021-09-30,1915,7.5,0,15
freddiedeboer,2021-10-03,895,9.5,13,29
freddiedeboer,2021-10-05,960,9.2,134,65
freddiedeboer,2021-10-06,2653,10.2,127,107
freddiedeboer,2021-10-07,1014,8.8,43,23
freddiedeboer,2021-10-07,1535,5.7,0,14
freddiedeboer,2021-10-08,1202,8.8,101,72
freddiedeboer,2021-10-09,1153,9.9,7,18
freddiedeboer,2021-10-10,1413,9.1,54,30
freddiedeboer,2021-10-12,1924,9.5,134,103
freddiedeboer,2021-10-11,2812,11.8,228,389
freddiedeboer,2021-10-14,5297,11.3,0,206
freddiedeboer,2021-10-14,1934,7.8,83,20
freddiedeboer,2021-10-15,2099,7.8,56,85
freddiedeboer,2021-10-18,4050,8.1,20,32
freddiedeboer,2021-10-20,2602,6.0,0,13
freddiedeboer,2021-12-30,4299,8.7,208,172
freddiedeboer,2021-10-25,590,7.9,124,102
freddiedeboer,2021-10-26,483,8.6,72,76
freddiedeboer,2021-10-27,526,6.3,68,42
freddiedeboer,2021-10-28,537,10.5,108,41
freddiedeboer,2021-10-26,708,9.4,173,197
freddiedeboer,2021-10-27,1532,12.1,29,20
freddiedeboer,2021-10-28,502,9.1,52,51
freddiedeboer,2021-11-29,2700,9.0,359,237
freddiedeboer,2021-11-01,4503,11.3,298,156
freddiedeboer,2021-10-31,994,8.1,13,28
freddiedeboer,2021-10-31,5544,12.3,18,35
freddiedeboer,2021-11-02,1354,12.0,194,100
freddiedeboer,2021-11-03,1234,10.2,65,22
freddiedeboer,2021-11-03,1596,10.2,239,151
freddiedeboer,2021-11-04,455,8.2,388,149
freddiedeboer,2021-11-05,961,13.9,48,77
freddiedeboer,2021-11-06,830,8.6,13,20
freddiedeboer,2021-11-07,2593,13.0,110,103
freddiedeboer,2021-11-13,1851,12.4,90,63
freddiedeboer,2021-11-08,553,8.4,372,576
freddiedeboer,2021-11-09,129,13.5,36,52
freddiedeboer,2021-11-09,335,7.4,133,57
freddiedeboer,2021-11-10,1426,11.0,63,21
freddiedeboer,2021-11-11,1391,10.1,414,327
freddiedeboer,2021-11-11,1605,7.3,0,15
freddiedeboer,2021-11-12,1567,10.0,100,50
freddiedeboer,2021-11-13,1691,8.8,22,21
freddiedeboer,2021-11-15,3302,7.3,100,114
freddiedeboer,2021-11-17,1094,9.8,47,28
freddiedeboer,2021-11-16,504,9.1,80,116
freddiedeboer,2021-11-16,1335,9.3,75,123
freddiedeboer,2021-11-17,1217,8.7,36,15
freddiedeboer,2021-11-18,2546,10.6,0,444
freddiedeboer,2021-11-19,1681,10.2,40,67
freddiedeboer,2021-11-18,114,13.4,44,34
freddiedeboer,2021-11-21,861,7.9,43,22
freddiedeboer,2021-11-22,2191,10.1,250,190
freddiedeboer,2021-11-22,1122,8.1,16,24
freddiedeboer,2021-11-23,453,10.2,0,384
freddiedeboer,2021-11-24,2546,9.4,314,178
freddiedeboer,2021-12-10,845,9.6,42,100
freddiedeboer,2021-11-26,3099,16.3,273,90
freddiedeboer,2021-11-28,235,6.8,7,23
freddiedeboer,2021-11-30,1261,11.2,141,155
freddiedeboer,2021-12-03,1325,9.5,40,26
freddiedeboer,2021-12-29,2059,11.9,275,103
freddiedeboer,2021-12-02,532,9.8,237,132
freddiedeboer,2021-12-01,2073,11.4,108,58
freddiedeboer,2021-12-15,4822,9.0,146,105
freddiedeboer,2021-12-02,1052,9.0,60,16
freddiedeboer,2021-12-04,659,7.4,34,25
freddiedeboer,2021-12-06,2466,9.3,255,166
freddiedeboer,2022-01-11,2850,8.3,104,75
freddiedeboer,2021-12-05,2678,4.9,0,13
freddiedeboer,2021-12-07,2974,10.7,617,140
freddiedeboer,2021-12-13,6674,8.0,102,72
freddiedeboer,2021-12-08,2846,7.7,161,86
freddiedeboer,2022-03-02,1660,9.7,167,112
freddiedeboer,2021-12-11,1279,10.8,11,20
freddiedeboer,2021-12-12,627,7.1,13,19
freddiedeboer,2021-12-14,1427,11.0,334,83
freddiedeboer,2021-12-19,644,9.2,12,14
freddiedeboer,2021-12-15,2025,9.2,0,43
freddiedeboer,2021-12-16,3910,12.0,384,236
freddiedeboer,2021-12-20,2333,10.1,268,396
freddiedeboer,2021-12-17,2379,10.7,107,54
freddiedeboer,2021-12-18,1367,9.8,191,376
freddiedeboer,2021-12-21,1023,8.9,324,239
freddiedeboer,2022-02-07,2103,9.5,228,103
freddiedeboer,2021-12-22,1484,10.5,434,106
freddiedeboer,2021-12-23,547,7.6,171,164
freddiedeboer,2021-12-27,1973,10.0,123,107
freddiedeboer,2021-12-25,1772,9.2,78,87
freddiedeboer,2021-12-26,989,11.0,116,160
freddiedeboer,2021-12-31,2624,8.8,70,98
freddiedeboer,2022-01-03,3009,9.4,76,96
freddiedeboer,2022-01-11,1629,10.3,89,94
freddiedeboer,2022-01-01,1018,7.4,29,46
freddiedeboer,2022-01-06,2570,9.9,0,165
freddiedeboer,2022-01-04,2659,9.9,260,149
freddiedeboer,2022-01-05,608,8.8,67,34
freddiedeboer,2022-01-07,1143,9.7,45,68
freddiedeboer,2022-01-08,738,6.7,11,24
freddiedeboer,2022-01-20,1740,11.2,345,95
freddiedeboer,2022-01-08,1395,8.6,295,250
freddiedeboer,2022-03-08,1177,10.1,241,148
freddiedeboer,2022-01-09,1523,12.6,0,33
freddiedeboer,2022-01-10,2293,11.0,435,326
freddiedeboer,2022-01-12,1056,8.5,61,23
freddiedeboer,2022-01-15,799,7.7,19,23
freddiedeboer,2022-01-13,1365,9.5,79,61
freddiedeboer,2022-01-12,1,-15.7,36,59
freddiedeboer,2022-01-14,1162,7.6,243,139
freddiedeboer,2022-01-17,1914,10.4,255,134
freddiedeboer,2022-01-14,295,11.0,32,69
freddiedeboer,2022-01-18,1722,8.6,88,124
freddiedeboer,2022-01-22,756,8.7,58,34
freddiedeboer,2022-01-18,1275,11.0,190,254
freddiedeboer,2022-01-19,816,8.7,59,22
freddiedeboer,2022-01-20,232,8.5,125,110
freddiedeboer,2022-01-21,1671,11.3,210,151
freddiedeboer,2022-02-09,1299,11.0,51,60
freddiedeboer,2022-02-05,875,13.5,438,130
freddiedeboer,2022-01-24,1964,9.5,268,149
freddiedeboer,2022-01-25,3546,7.6,83,52
freddiedeboer,2022-01-25,537,10.5,124,80
freddiedeboer,2022-01-28,2179,7.9,114,57
freddiedeboer,2022-01-27,2279,10.2,303,170
freddiedeboer,2022-01-29,581,9.3,11,25
freddiedeboer,2022-01-26,581,6.6,60,18
freddiedeboer,2022-01-26,70,8.8,136,56
freddiedeboer,2022-01-28,854,7.1,128,54
freddiedeboer,2022-01-31,1719,12.1,444,161
freddiedeboer,2022-01-31,283,8.3,0,124
freddiedeboer,2022-02-01,1646,8.3,155,133
freddiedeboer,2022-03-21,1630,10.7,359,342
freddiedeboer,2022-02-01,444,8.1,250,197
freddiedeboer,2022-02-02,639,10.5,28,11
freddiedeboer,2022-02-03,357,9.6,350,227
freddiedeboer,2022-02-05,742,7.9,22,30
freddiedeboer,2022-02-04,941,12.4,50,50
freddiedeboer,2022-02-03,4029,5.6,0,15
freddiedeboer,2022-02-08,1181,12.5,399,234
freddiedeboer,2022-02-15,1232,9.1,77,68
freddiedeboer,2022-02-07,1033,9.5,57,41
freddiedeboer,2022-02-14,2406,12.2,308,145
freddiedeboer,2022-02-09,744,9.7,24,20
freddiedeboer,2022-02-15,898,9.0,81,39
freddiedeboer,2022-02-22,1048,9.0,39,55
freddiedeboer,2022-02-11,851,7.7,515,251
freddiedeboer,2022-02-13,1932,4.0,0,12
freddiedeboer,2022-02-13,786,10.1,32,26
freddiedeboer,2022-03-18,1988,11.4,483,141
freddiedeboer,2022-02-18,1337,11.5,153,65
freddiedeboer,2022-02-16,647,10.5,258,228
freddiedeboer,2022-02-16,586,6.1,41,18
freddiedeboer,2022-02-19,763,7.9,45,30
freddiedeboer,2022-02-19,672,11.1,28,14
freddiedeboer,2022-02-20,544,8.7,0,461
freddiedeboer,2022-02-21,1901,9.7,345,201
freddiedeboer,2022-02-26,575,8.6,12,31
freddiedeboer,2022-02-23,518,10.1,384,249
freddiedeboer,2022-02-28,1867,10.3,217,167
freddiedeboer,2022-02-25,1081,8.2,293,118
freddiedeboer,2022-07-11,6841,11.4,303,195
freddiedeboer,2022-02-27,1112,9.0,103,94
freddiedeboer,2022-03-01,1189,10.8,663,205
freddiedeboer,2022-06-28,2755,8.8,122,64
freddiedeboer,2022-03-02,149,8.1,90,76
freddiedeboer,2022-03-03,1699,10.4,469,270
freddiedeboer,2022-03-04,2039,11.5,64,63
freddiedeboer,2022-03-04,1805,9.8,466,158
freddiedeboer,2022-03-07,1668,9.0,110,84
freddiedeboer,2022-03-06,1028,10.5,58,40
freddiedeboer,2022-06-10,2137,10.1,30,79
freddiedeboer,2022-03-07,2143,9.7,98,37
freddiedeboer,2022-03-09,423,9.2,66,32
freddiedeboer,2022-03-11,1450,11.4,322,165
freddiedeboer,2022-03-14,1394,11.5,211,207
freddiedeboer,2022-03-12,528,11.8,3,32
freddiedeboer,2022-03-15,1763,9.8,95,117
freddiedeboer,2022-04-29,1455,11.0,70,61
freddiedeboer,2022-03-24,997,9.1,426,367
freddiedeboer,2022-03-15,2898,6.4,0,12
freddiedeboer,2022-03-17,1443,12.3,395,103
freddiedeboer,2022-03-16,1027,8.8,85,44
freddiedeboer,2022-03-16,929,12.4,239,67
freddiedeboer,2022-03-19,347,10.1,15,35
freddiedeboer,2022-03-20,2982,5.5,0,10
freddiedeboer,2022-03-22,1155,11.6,108,74
freddiedeboer,2022-03-23,1028,9.9,50,32
freddiedeboer,2022-03-28,1309,9.5,0,283
freddiedeboer,2022-03-25,1986,9.7,44,43
freddiedeboer,2022-03-27,148,6.2,13,45
freddiedeboer,2022-03-29,1428,10.8,357,320
freddiedeboer,2022-03-30,754,8.1,37,23
freddiedeboer,2022-03-31,2269,12.7,83,100
freddiedeboer,2022-04-01,663,85.9,40,198
freddiedeboer,2022-04-03,505,11.5,21,27
freddiedeboer,2022-04-04,1746,9.1,611,128
freddiedeboer,2022-04-05,516,10.1,0,328
freddiedeboer,2022-04-06,982,9.6,45,27
freddiedeboer,2022-04-07,552,11.5,233,260
freddiedeboer,2022-04-08,1809,10.2,114,66
freddiedeboer,2022-04-11,1068,11.0,155,164
freddiedeboer,2022-04-09,844,10.8,43,25
freddiedeboer,2022-07-13,1403,11.8,232,220
freddiedeboer,2022-04-18,1782,12.9,404,247
freddiedeboer,2022-04-12,1726,11.0,159,139
freddiedeboer,2022-04-14,1073,11.4,336,291
freddiedeboer,2022-04-15,999,9.9,33,18
freddiedeboer,2022-04-19,1288,12.3,531,173
freddiedeboer,2022-04-20,1527,8.2,130,58
freddiedeboer,2022-04-22,2592,13.4,427,333
freddiedeboer,2022-04-21,957,9.0,18,21
freddiedeboer,2022-04-27,1512,8.5,331,355
freddiedeboer,2022-04-24,280,9.4,43,31
freddiedeboer,2022-04-25,2559,9.9,407,252
freddiedeboer,2022-04-26,1559,10.3,356,378
freddiedeboer,2022-04-28,1344,10.1,199,174
freddiedeboer,2022-05-20,1335,10.2,0,177
freddiedeboer,2022-05-01,380,9.5,42,46
freddiedeboer,2022-05-02,1215,12.6,246,170
freddiedeboer,2022-05-02,1420,7.8,29,23
freddiedeboer,2022-05-03,554,7.9,259,161
freddiedeboer,2022-05-04,1544,10.5,557,152
freddiedeboer,2022-05-06,1132,9.4,106,122
freddiedeboer,2022-05-07,1062,8.3,69,59
freddiedeboer,2022-05-09,1923,10.1,417,380
freddiedeboer,2022-05-10,1141,9.6,210,294
freddiedeboer,2022-05-11,657,10.7,198,325
freddiedeboer,2022-05-16,6627,11.6,0,332
freddiedeboer,2022-05-12,1293,10.1,0,363
freddiedeboer,2022-05-13,1868,7.0,0,300
freddiedeboer,2022-05-15,474,7.1,0,42
